start,end,en,he,ar
1069.224328,1069.774328,believe,מאמינים,المؤمنون
1069.894328,1070.344328,animals,בעלי חיים,الحيوانات
1071.404328,1071.684328,court,בית משפט,محكمة
1072.165428,1072.435428,calling,יעוד,قدر
1072.435428,1072.705428,civil,אזרחי,مدني
1072.725428,1073.045428,matter,חומר,مادة
1073.735428,1074.165428,dash,לזנק,خطوة
1078.605428,1078.905428,counsel,עורך דין,محامي
1079.245428,1079.395428,come,לבוא,يأتي
1079.945428,1080.145428,state,מדינה,ولاية
1080.305428,1080.885428,appearance,הופעה,مظهر
1081.536328,1081.606328,good,טוב,جيد
1081.646328,1082.156328,afternoon,צהריים,ظهراً
1081.863928,1082.333928,recording,הקלטה,تسجيل
1082.653928,1082.993928,hearing,שמיעה,السمع
1083.213928,1084.193928,federal_court,בית משפט פדרלי,المحكمة الفيدرالية
1084.273928,1085.153928,san_francisco,סן פרנסיסקו,سان فرانسيسكو
1085.563928,1086.713928,unanticipated,בלתי צפוי,غير متوقع
1086.083928,1086.303928,judge,לשפוט,يحكم على
1086.383928,1086.703928,asked,שאל,بسأل
1087.703928,1088.343928,example,דוגמה,مثال
1088.623928,1088.963928,animal,חיה,حيوان
1089.433928,1089.743928,granted,מוענק,جائزة
1089.863928,1090.413928,copyright,זכות יוצרים,حقوق الطبع والنشر
1091.063828,1091.533828,vast,עצום,مغلق
1091.513828,1091.833828,history,היסטוריה,تاريخ
1091.983828,1092.783828,common_law,המשפט המקובל,القانون العام
1093.313828,1094.183828,copyright_act,חוק זכויות יוצרים,قانون حقوق التأليف والنشر
1095.443828,1096.073828,example,דוגמה,مثال
1097.363828,1097.813828,animal,חיה,حيوان
1098.563828,1098.863828,granted,מוענק,جائزة
1099.003828,1099.713828,copyright,זכות יוצרים,حقوق الطبع والنشر
1100.892428,1101.472428,example,דוגמה,مثال
1101.872428,1102.392428,animal,חיה,حيوان
1102.632428,1102.932428,granted,מוענק,جائزة
1102.992428,1103.622428,copyright,זכות יוצרים,حقوق الطبع والنشر
1104.072428,1104.282428,make,לעשות,يفعل
1104.402428,1105.522428,counterargument,טיעון נגדי,الحجة المضادة
1106.742428,1107.022428,other,אחר,آخر
1107.022428,1107.692428,humans,בני אדם,الجنس البشري
1107.792428,1108.292428,denied,נדחתה,مرفوض
1108.292428,1108.762428,protection,הגנה,حماية
1109.212428,1109.492428,law,חוק,قانون
1109.862428,1110.022428,due,עקב,كعب
1110.232428,1110.552428,color,צבע,لون
1110.882428,1111.262428,skin,עור,جلد
1114.122428,1114.672428,see,לראות,يرى
1114.922428,1115.992428,contradiction,סתירה,تناقض
1117.552428,1118.322428,interpretation,פירוש,تفسير
1118.682428,1118.942428,see,לראות,يرى
1119.192428,1119.742428,problem,בעיה,مشكلة
1121.862428,1122.222428,days,ימים,أيام
1123.002428,1123.152428,look,מבט,ينظر
1123.532428,1124.222428,cornerstones,יסודות,الأساسيات
1124.806928,1125.196928,stretch,מתיחה,التمدد
1127.032428,1127.262428,pause,הפסקה,استراحة
1127.672428,1128.012428,moment,רגע,لحظة
1128.092428,1128.472428,answered,ענה,إجابة
1130.082428,1130.452428,comparing,השוואה,مقارنة
1130.502428,1130.862428,monkeys,קופים,القرود
1130.882428,1131.142428,lack,חוסר,نقص
1131.272428,1131.962428,copyright,זכות יוצרים,حقوق الطبع والنشر
1132.252428,1133.152428,chattel_slavery,עבדות מיטלטלין,العبودية المنقولة
1133.932428,1134.442428,offensive,התקפי,جارح
1135.472428,1135.742428,seems,נראה,مرئي
1136.182428,1136.472428,blind,לסמא,انبهار
1136.652428,1137.042428,racist,גזען,عنصري
1137.082428,1137.542428,history,היסטוריה,تاريخ
1137.632428,1137.992428,comparing,השוואה,مقارنة
1138.052428,1138.552428,black_people,אנשים שחורים,السود
1138.692428,1139.252428,monkeys,קופים,القرود
1140.442428,1140.642428,seems,נראה,مرئي
1140.662428,1141.162428,uncomfortable,לא נוח,غير مريح
1142.492428,1142.792428,saying,פתגם,الحد الأقصى
1142.982428,1143.322428,denying,מכחיש,الإنكار
1143.432428,1143.762428,monkey,קוף,قرد
1144.202428,1144.902428,own_property,נכס משלו,امتلاك عقار
1147.022428,1147.302428,same,אותו הדבר,نفس
1147.382428,1147.772428,denying,מכחיש,الإنكار
1147.772428,1148.232428,humans,בני אדם,الجنس البشري
1148.662428,1149.402428,own_property,נכס משלו,امتلاك عقار
1149.872428,1150.122428,color,צבע,لون
1150.372428,1150.792428,skin,עור,جلد
1151.925428,1152.295428,stretch,למתוח,تمدد
1153.071728,1153.221728,pardon,חנינה,عفو
1153.960828,1154.390828,stretch,למתוח,تمدد
1154.900828,1154.990828,go,ללכת,يذهب
1157.496728,1157.686728,make,לעשות,يفعل
1157.816728,1158.356728,centerpiece,מרכז,منسق
1158.686728,1159.076728,argument,טענה,مطالبة
1159.356728,1159.646728,today,היום,اليوم
1160.176728,1160.376728,fair,הוגן,عدل
1160.436728,1160.926728,say,לומר,يقول
1163.146728,1163.626728,adoption,אימוץ,التبني
1163.726728,1164.176728,fourteenth,ארבעה עשר,أربعة عشر
1164.216728,1164.786728,amendment,תקון,الرتق
1165.436728,1166.036728,concepts,מושגים,المفاهيم
1166.476728,1167.526728,property_ownership,בעלות נכס,ملكية العقارات
1168.166728,1168.416728,area,אזור,منطقة
1168.516728,1169.276728,patents,פטנטים,براءات الاختراع
1170.966728,1171.576728,ability,יכולת,قدرة
1172.976728,1173.556728,slave,עבד,عبد
1173.936728,1174.206728,claim,תביעה,مطالبة
1174.266728,1174.746728,ownership,בעלות,ملكية
1175.056728,1175.506728,patent,פטנט,براءة اختراع
1176.970428,1177.170428,going,הולך,ذاهب
1178.540428,1178.760428,sees,רואה,الرائي
1178.920428,1179.160428,monkey,קוף,قرد
1179.200428,1179.540428,selfie,סלפי,صورة سيلفي
1179.560428,1179.930428,case,מקרה,قضية
1180.130428,1180.630428,context,הקשר,اتصال
1180.810428,1181.170428,larger,גדול יותר,بيجوت
1181.210428,1181.770428,endgame,סוף המשחק,نهاية اللعبة
1183.520428,1183.760428,court,בית משפט,محكمة
1184.020428,1184.520428,agree,להסכים,يوافق
1184.800428,1185.170428,denying,מכחיש,الإنكار
1185.300428,1185.580428,monkey,קוף,قرد
1186.080428,1186.940428,own_property,נכס משלו,امتلاك عقار
1187.370428,1187.700428,same,אותו,له
1187.900428,1188.260428,denying,מכחיש,الإنكار
1188.390428,1188.800428,human,אנושי,بشر
1189.260428,1190.040428,own_property,נכס משלו,امتلاك عقار
1191.100428,1191.370428,opens,נפתח,يفتح
1191.470428,1191.740428,door,דלת,باب
1192.060428,1192.670428,legal_system,מערכת משפטית,القضاء
1193.510428,1194.120428,reconsider,לשקול שוב,إعادة النظر
1194.270428,1194.900428,legal_status,סטטוס משפטי,الوضع القانوني
1195.070428,1195.670428,animals,בעלי חיים,الحيوانات
1196.790428,1197.220428,animal,חיה,حيوان
1197.510428,1197.890428,declared,יוכרז,سيتم الإعلان عنه لاحقاً
1198.570428,1199.180428,property,נכס,أصل
1200.660428,1201.120428,property,נכס,أصل
1210.720428,1210.910428,time,זמן,وقت
1211.350428,1211.610428,tried,ניסה,حاول
1211.670428,1212.060428,argument,טענה,مطالبة
1212.620428,1213.160428,courts,בתי המשפט,المحاكم
1214.650428,1214.870428,sued,תבע,سو
1215.950428,1216.190428,behalf,מטעם,باسم
1219.050428,1219.540428,diego,דייגו,دييغو
1220.940428,1221.440428,huge,עצום,مغلق
1222.510428,1222.700428,feet,רגליים,قدم
1223.430428,1223.580428,weigh,לשקול,يعتبر
1224.090428,1224.610428,tons,טונות,أطنان
1225.840428,1226.160428,travel,לנסוע,يسافر
1227.070428,1227.420428,miles,מיילים,مايلز
1227.700428,1228.000428,day,יום,يوم
1229.450428,1229.620428,said,אמר,يقول
1229.780428,1230.000428,keeping,שמירה,حفظ
1231.630428,1231.880428,small,קטן,صغير
1231.880428,1232.340428,concrete,בטון,أسمنت
1232.360428,1232.860428,tanks,טנקים,دبابات
1234.000428,1234.440428,perform,לבצע,يؤدي
1234.580428,1234.830428,human,אנושי,بشر
1234.830428,1235.500428,entertainment,בידור,ترفيه
1236.570428,1237.110428,slavery,עבדות,العبودية
1238.300428,1238.550428,lost,אבד,ضائع
1238.750428,1239.170428,case,מקרה,قضية
1240.820428,1241.050428,agreed,מוסכם,متفق
1241.170428,1241.400428,end,סוף,نهاية
1241.550428,1241.850428,captive,שבוי,سجين
1241.890428,1242.110428,orca,אורקה,الحوت القاتل
1242.110428,1242.680428,program,תכנית,يخطط
1243.210428,1243.530428,last,אחרון,آخر
1244.760428,1245.200428,dies,מת,ميت
1254.690428,1255.120428,understand,להבין,يفهم
1255.760428,1256.120428,pursuing,רודף,المطارد
1256.200428,1256.520428,cases,מקרים,حالات
1257.600428,1257.940428,consider,לשקול,يعتبر
1258.560428,1258.880428,different,שונה,مختلف
1258.900428,1259.240428,pictures,תמונות,صور
1259.790428,1260.020428,world,עולם,عالم
1260.100428,1260.550428,works,עובד,عامل
1262.510428,1262.790428,humans,בני אדם,الجنس البشري
1263.020428,1263.250428,top,ראש,رأس
1263.400428,1264.060428,food_chain,שרשרת המזון,السلسلة الغذائية
1265.000428,1265.250428,wanted,רצה,مطلوب
1265.580428,1266.000428,way,דרך,طريق
1266.530428,1266.770428,figured,הבנו,لقد فهمنا.
1267.210428,1267.370428,use,להשתמש,يستخدم
1267.950428,1268.250428,thumbs,אגודלים,الإبهام
1269.840428,1270.110428,hunt,לצוד,مطاردة
1270.300428,1270.770428,gather,לאסוף,يجمع
1271.210428,1271.690428,soil,אדמה,أرض
1271.850428,1272.040428,build,לבנות,يبني
1272.060428,1272.580428,cities,ערים,المدن
1272.770428,1273.030428,create,ליצור,يخلق
1273.050428,1273.970428,copyright_laws,חוקי זכויות יוצרים,قوانين حقوق النشر
1275.190428,1275.350428,make,ליצור,يخلق
1275.470428,1275.790428,rules,כללים,قواعد
1276.740428,1277.050428,world,עולם,عالم
1278.540428,1278.710428,other,אחר,آخر
1278.710428,1279.210428,picture,תמונה,صورة
1280.660428,1280.820428,hanging,תלוי,متكل
1281.140428,1281.410428,wall,קיר,حائط
1282.020428,1282.270428,humans,בני אדם,الجنس البشري
1282.720428,1283.000428,top,ראש,رأس
1283.850428,1284.190428,humans,בני אדם,الجنس البشري
1284.790428,1285.180428,mammal,יונק,الثدييات
1285.220428,1285.520428,walking,הולך,ذاهب
1286.000428,1286.280428,earth,כדור הארץ,أرض
1287.320428,1287.450428,give,לתת,يعطي
1287.920428,1288.180428,certain,מסוים,تأكيد
1288.200428,1288.450428,rights,זכויות,حقوق
1288.600428,1289.080428,humans,בני אדם,الجنس البشري
1289.800428,1290.080428,extend,להאריך,يمتد
1290.260428,1290.550428,rights,זכויות,حقوق
1290.760428,1290.960428,fellow,עמית,زميل
1291.040428,1291.450428,animals,בעלי חיים,الحيوانات
1292.624828,1292.764828,guys,חבר'ה,شركة
1292.874828,1293.354828,saying,פתגם,الحد الأقصى
1293.374828,1293.694828,humans,בני אדם,الجنس البشري
1293.994828,1294.484828,superior,עליון,الجزء العلوي
1294.644828,1295.484828,other_animals,בעלי חיים אחרים,حيوانات أخرى
1301.206128,1301.526128,member,חבר,صديق
1301.796128,1302.486128,animal_kingdom,ממלכת החיות,مملكة الحيوان
1306.846128,1306.956128,know,לדעת,يعرف
1307.686128,1308.236128,prejudice,לפגוע,يؤذي
1309.636128,1310.116128,prevents,מונע,مدفوع
1310.866128,1311.446128,many_times,פעמים רבות,في كثير من الأحيان
1312.146128,1312.526128,seeing,לראות,يرى
1314.657128,1314.987128,general,כללי,عام
1314.987128,1315.397128,counsel,עורך דין,محامي
1316.949628,1317.449628,property,נכס,أصل
1317.529628,1318.059628,status,סטטוס,حالة
1319.009628,1319.279628,think,לחשוב,يفكر
1319.939628,1320.659628,abomination,תועבה,رجس
1323.599628,1323.999628,animals,בעלי חיים,الحيوانات
1324.489628,1325.039628,feeling,מרגיש,إحساس
1325.179628,1326.489628,sentient_beings,יצורים תודעתיים,الكائنات الواعية
1328.219628,1328.689628,entitled,רשאי,مستحق
1328.909628,1329.469628,fundamental,יסוד,أساسي
1329.609628,1330.609628,legal_rights,זכויות משפטיות,الحقوق القانونية
1332.659628,1333.059628,food,מזון,طعام
1333.239628,1333.759628,water,מים,ماء
1333.839628,1334.279628,veterinary,וטרינרי,الطب البيطري
1334.339628,1334.579628,care,לטפל,مقبض
1334.709628,1335.329628,shelter,מקלט,المتلقي
1336.506628,1336.806628,idea,רעיון,فكرة
1337.016628,1337.656628,animals,בעלי חיים,الحيوانات
1337.936628,1338.366628,recognized,מוכר,معترف به
1338.426628,1338.946628,fundamental,יסוד,أساسي
1338.966628,1339.506628,legal_rights,זכויות משפטיות,الحقوق القانونية
1339.946628,1340.736628,unprecedented,חסר תקדים,غير مسبوق
1341.986628,1342.156628,years,שנים,سنين
1342.606628,1343.256628,argentina,ארגנטינה,الأرجنتين
1343.816628,1344.066628,judge,לשפוט,يحكم على
1344.146628,1344.476628,granted,מוענק,جائزة
1345.346628,1346.066628,petition,לעתור,التماس
1346.166628,1346.336628,filed,הגיש,مُقَدَّم
1346.486628,1346.756628,behalf,מטעם,باسم
1348.946628,1349.716628,buenos_aires,בואנוס איירס,بوينس آيرس
1351.106628,1351.256628,held,מוחזק,محتجز
1351.476628,1351.816628,tiny,זעיר,صغير الحجم
1351.916628,1352.286628,crappy,גרוע,سيء
1352.286628,1352.856628,cage,כלוב,قفص
1353.656628,1353.856628,judge,לשפוט,يحكم على
1353.896628,1354.256628,decided,החליט,مقرر
1354.456628,1355.056628,orangutan,אורנגאוטן,إنسان الغاب
1355.396628,1356.126628,basic_rights,זכויות בסיסיות,الحقوق الأساسية
1357.036628,1357.516628,person,אדם,شخص
1357.826628,1358.156628,including,לרבות,مشتمل
1358.496628,1358.966628,freedom,חופש,حرية
1360.346628,1360.446628,new,חדש,جديد
1360.726628,1361.006628,state,מדינה,ولاية
1361.576628,1361.866628,attorney,עורך דין,محامي
1362.036628,1362.316628,fighting,נאבק,يكافح
1362.636628,1362.996628,courts,בתי המשפט,المحاكم
1363.096628,1363.756628,recognize,להכיר,يتعرف على
1364.136628,1364.556628,captive,שבוי,سجين
1367.716628,1368.156628,persons,אנשים,الناس
1368.176628,1368.536628,deserving,ראוי,جدير بالثناء
1368.706628,1369.366628,legal_rights,זכויות משפטיות,الحقوق القانونية
1370.456628,1371.006628,corporations,תאגידים,الشركات
1376.666628,1376.796628,thing,דבר,شيء
1378.176628,1378.606628,photographer,צלם,مصور
1379.036628,1379.286628,sued,תבע,سو
1379.506628,1379.856628,monkey,קוף,قرد
1380.576628,1380.846628,agrees,מסכים,يوافق
1381.616628,1381.816628,point,נקודה,نقطة
1382.956628,1383.276628,fact,עובדה,حقيقة
1383.406628,1383.566628,used,משומש,مستخدم
1383.646628,1384.066628,defend,להגן,يحمي
1384.776628,1385.326628,friends,חברים,أصدقاء
1385.676628,1385.966628,grumbled,רטן,تذمر
1386.326628,1386.926628,stunts,פעלולים,حركات بهلوانية
1388.476628,1388.636628,worked,עבד,عبد
1389.566628,1389.936628,campaign,מסע,رحلة
1390.116628,1390.406628,protect,להגן,يحمي
1390.486628,1390.706628,wild,פראי,بري
1390.746628,1391.336628,hogs,חזירים,الخنازير
1391.666628,1391.816628,home,בית,منزل
1391.906628,1392.286628,england,אנגליה,إنجلترا
1393.977028,1394.627028,greatest,הגדול ביותר,الأكبر
1394.937028,1395.507028,shames,בושה,عار
1397.087028,1397.557028,attacked,תקף,صالح
1399.827028,1400.057028,trying,מנסה,محاولة
1400.117028,1400.397028,achieve,להשיג,يحقق
1400.497028,1400.737028,same,אותו,له
1400.737028,1400.907028,goal,יעד,هدف
1401.937028,1402.207028,saving,חסכון,توفير
1402.207028,1402.627028,animals,בעלי חיים,الحيوانات
1402.987028,1403.397028,suffering,סבל,معاناة
1403.827028,1404.247028,noble,אצילי,النبيل
1404.517028,1405.037028,cause,לגרום,سبب
1406.117028,1406.317028,think,לחשוב,يفكر
1407.217028,1407.637028,carried,נשא,محمول
1408.917028,1409.367028,power,כוח,قوة
1410.297928,1410.577928,fact,עובדה,حقيقة
1411.107928,1411.377928,group,קבוצה,مجموعة
1411.547928,1411.677928,sort,סוג,يكتب
1412.047928,1412.377928,side,צד,حزب
1413.407928,1413.887928,attacking,תוקף,صحة
1414.817928,1415.237928,opposing,מתנגדים,الخصوم
1416.284128,1416.464128,make,לעשות,يفعل
1416.634128,1416.984128,stop,להפסיק,قف
1417.464128,1417.684128,think,לחשוב,يفكر
1418.084128,1418.214128,wait,לחכות,انتظر
1418.284128,1418.514128,minute,דקה,دقيقة
1419.137928,1419.537928,point,נקודה,نقطة
1421.872728,1422.152728,think,לחשוב,يفكر
1423.742728,1424.272728,philosophy,פילוסופיה,فلسفة
1424.792728,1424.982728,cause,לגרום,سبب
1427.272728,1427.662728,wildlife,חיות בר,الحياة البرية
1427.662728,1428.322728,personalities,אישיויות,الشخصيات
1429.604428,1429.834428,part,חלק,جزء
1430.624428,1430.804428,part,חלק,جزء
1430.974428,1431.214428,court,בית משפט,محكمة
1431.214428,1431.674428,case,מקרה,قضية
1431.984428,1432.434428,argue,לטעון,حمولة
1433.884428,1434.324428,animals,בעלי חיים,الحيوانات
1434.364428,1434.674428,having,שיש,رخام
1435.324428,1436.444428,fundamental_rights,זכויות בסיסיות,الحقوق الأساسية
1437.144428,1437.814428,dignity,כבוד,احترام
1438.124428,1438.594428,access,גישה,وصول
1439.324428,1439.904428,ancestral,קדומים,عتيق
1440.194428,1440.734428,forests,יערות,الغابات
1441.595828,1441.975828,access,גישה,وصول
1442.125828,1442.535828,food,מזון,طعام
1444.725828,1445.545828,animal_rights,זכויות בעלי חיים,حقوق الحيوان
1445.605828,1446.255828,advocate,עורך דין,محامي
1452.674928,1452.964928,lost,אבד,ضائع
1453.414928,1453.594928,round,עגול,دائري
1453.764928,1454.054928,court,בית משפט,محكمة
1455.464928,1455.664928,called,נקרא,مُسَمًّى
1456.234928,1456.404928,tell,לספר,يخبر
1456.644928,1456.964928,news,חדשות,أخبار
1457.620128,1457.750128,took,לקח,درس
1459.980128,1460.180128,said,אמר,يقول
1460.720128,1461.180128,course,כמובן,بالطبع
1461.200128,1461.450128,course,כמובן,بالطبع
1462.080128,1462.360128,thrown,נזרק,رمي
1463.770128,1464.000128,said,אמר,يقول
1465.390128,1465.580128,way,דרך,طريق
1466.530128,1466.860128,go,ללכת,يذهب
1469.694928,1469.964928,monkey,קוף,قرد
1470.004928,1470.424928,appealed,ערעור,جاذبية
1472.858728,1473.228728,good_morning,בוקר טוב,صباح الخير
1473.428728,1473.718728,honors,הצטיינות,التميز
1474.998728,1475.298728,court,בית משפט,محكمة
1476.478728,1476.878728,behalf,מטעם,باسم
1477.488728,1478.058728,appellant,עורר,المستأنف
1479.150628,1479.400628,case,מקרה,قضية
1480.080628,1480.430628,judges,שופטים,القضاة
1481.320628,1481.440628,court,בית משפט,محكمة
1481.620628,1483.350628,appeals_court,בית משפט לערעורים,محكمة الاستئناف
1483.560628,1483.760628,ruled,שלט,لافتة
1484.140628,1484.410628,trumps,מנצחים,الفائزون
1484.450628,1484.760628,travel,לנסוע,يسافر
1484.800628,1484.990628,ban,לאסור,منع
1485.600628,1485.840628,year,שנה,سنة
1485.900628,1486.200628,case,מקרה,قضية
1486.530628,1486.780628,judges,שופטים,القضاة
1487.180628,1487.450628,messing,בלגן,فوضى
1489.380628,1489.530628,made,עשוי,صنع
1489.970628,1490.360628,seconds,שניות,ثوانٍ
1490.760628,1490.940628,oral,שבעל פה,شفوي
1491.020628,1491.450628,argument,טענה,مطالبة
1492.090628,1492.420628,judges,שופטים,القضاة
1492.460628,1492.940628,interrupted,מופרע,مضطرب
1494.526028,1494.736028,honor,כבוד,احترام
1496.335528,1496.815528,preliminary,מקדים,تمهيدي
1496.875528,1497.485528,question,שאלה,سؤال
1500.575528,1501.045528,address,כתובת,عنوان
1502.029128,1502.399128,stage,שלב,منصة
1502.589128,1502.929128,attorneys,עורכי דין,المحامون
1503.209128,1503.609128,judges,שופטים,القضاة
1504.009128,1504.309128,debate,דיון,مناقشة
1504.369128,1504.639128,case,מקרה,قضية
1504.659128,1504.869128,law,חוק,قانون
1505.569128,1505.839128,judges,שופטים,القضاة
1506.089128,1506.179128,lot,מגרש,حبكة
1506.309128,1506.729128,questions,שאלות,أسئلة
1509.279128,1509.799128,qualified,מוסמך,معتمد
1510.449128,1510.649128,next,הבא,التالي
1510.709128,1511.079128,friend,חבר,صديق
1511.809128,1512.109128,dont_know,לא יודע,لا أعرف.
1512.259128,1512.699128,monkey,קוף,قرد
1512.804528,1513.134528,pleading,לטעון,حمولة
1513.654528,1514.124528,article,סעיף,قسم
1514.401028,1514.771028,few_minutes,כמה דקות,بضع دقائق
1515.481028,1515.681028,judge,לשפוט,يحكم على
1516.591028,1516.971028,interrupts,הפרעות,الاضطرابات
1517.911028,1518.061028,grill,לחקור,يستكشف
1518.601028,1519.051028,injury,פציעה,إصابة
1519.971028,1520.211028,legal,משפטי,قانوني
1520.251028,1520.471028,term,מונח,شرط
1520.691028,1521.021028,harm,פגיעה,إصابة
1521.221028,1521.771028,damage,נזק,ضرر
1522.942328,1523.432328,injury,פציעה,إصابة
1525.352328,1525.562328,way,דרך,طريق
1525.722328,1526.272328,acquire,לרכוש,شراء
1526.422328,1526.672328,hold,להחזיק,يمسك
1527.012328,1527.382328,money,כסף,مال
1527.852328,1528.532328,copyright,זכות יוצרים,حقوق الطبع والنشر
1528.812328,1529.152328,give,לתת,يعطي
1530.322328,1530.842328,losses,אבדות,خسائر
1531.062328,1532.002328,reputation,מוניטין,سمعة
1535.642328,1536.352328,allegation,האשמה,اتهام
1536.692328,1537.252328,copyright,זכות יוצרים,حقوق الطبع والنشر
1537.692328,1538.292328,benefited,נהנו,استمتعت
1542.002328,1542.642328,financial,כספי,مالي
1542.802328,1543.332328,benefits,הטבות,فوائد
1543.432328,1543.892328,apply,לפנות,إخلاء
1546.968828,1547.168828,honor,כבוד,احترام
1548.808828,1549.028828,issue,עניין,اهتمام
1549.988828,1550.208828,turn,פנה,دور
1550.948828,1551.798828,compensation,פיצוי,تعويض
1553.004228,1553.214228,wanna,רוצה,يريد
1553.274228,1553.504228,know,לדעת,يعرف
1554.454228,1554.954228,injury,פציעה,إصابة
1555.994228,1556.254228,case,מקרה,قضية
1556.644228,1556.884228,says,אומר,يقول
1556.984228,1558.294228,copyright_infringement,הפרת זכויות יוצרים,انتهاك حقوق النشر
1559.114228,1559.564228,injury,פציעה,إصابة
1560.424228,1560.874228,injury,פציעה,إصابة
1562.641628,1562.841628,legal,משפטי,قانوني
1562.901628,1563.141628,merits,יתרונות,المزايا
1563.411628,1563.581628,case,מקרה,قضية
1565.211628,1565.731628,enjoyable,מהנה,ممتع
1566.051628,1566.231628,hearing,שמיעה,السمع
1566.311628,1566.631628,lawyers,עורכי דין,المحامون
1566.651628,1566.771628,throw,לזרוק,يرمي
1567.111628,1567.411628,terms,מונחים,شروط
1567.701628,1568.551628,redressability,יכולת תיקון,قابلية الإصلاح
1568.891628,1569.691628,compensation,פיצוי,تعويض
1569.951628,1570.401628,injury,פציעה,إصابة
1571.151628,1571.401628,talking,שיחה,يتصل
1571.711628,1572.131628,monkey,קוף,قرد
1572.668228,1572.838228,mean,ממוצע,متوسط
1573.268228,1573.428228,give,לתת,يعطي
1573.698228,1574.038228,case,מקרה,قضية
1574.258228,1574.568228,says,אומר,يقول
1574.928228,1576.298228,copyright_infringement,הפרת זכויות יוצרים,انتهاك حقوق النشر
1577.218228,1577.708228,injury,פציעה,إصابة
1578.278228,1578.538228,believe,להאמין,يعتقد
1579.008228,1579.408228,dont_think,אל תחשוב,لا تفكر.
1579.628228,1579.868228,given,נתון,منح
1581.508228,1581.988228,injury,פציעה,إصابة
1582.934828,1583.274828,judges,שופטים,القضاة
1584.724828,1584.914828,case,מקרה,قضية
1584.994828,1585.204828,law,חוק,قانون
1585.484828,1585.674828,legal,משפטי,قانوني
1585.774828,1586.294828,precedent,תקדים,سابقة
1586.664828,1587.154828,definition,הגדרה,تعريف
1587.364828,1587.784828,author,מחבר,مؤلف
1588.434828,1588.904828,minutes,פרוטוקול,بروتوكول
1589.624828,1589.844828,handing,מסירה,توصيل
1589.994828,1590.144828,floor,במה,منصة
1590.694828,1590.944828,lawyer,עורך דין,محامي
1593.524828,1593.844828,years,שנים,سنين
1594.114828,1594.654828,research,מחקר,بحث
1594.784828,1595.034828,legal,משפטי,قانوني
1595.074828,1595.544828,filings,נשורת,برادة
1595.674828,1595.864828,oral,שבעל פה,شفوي
1595.904828,1596.564828,arguments,טיעונים,الحجج
1598.174828,1598.464828,wish,בקשה,طلب
1599.314828,1599.474828,make,לעשות,يفعل
1600.364828,1600.664828,court,בית משפט,محكمة
1601.603128,1601.963128,monkey,קוף,قرد
1602.153128,1602.473128,see,לראות,يرى
1602.553128,1602.833128,monkey,קוף,قرد
1603.043128,1603.403128,sue,לתבוע,مقاضاة
1604.523128,1605.113128,federal_court,בית משפט פדרלי,المحكمة الفيدرالية
1607.782628,1607.892628,oral,שבעל פה,شفوي
1608.012628,1608.392628,arguments,טיעונים,الحجج
1608.772628,1608.942628,much,הרבה,كثير
1609.072628,1609.312628,summed,לסכם,ملخص
1610.592628,1610.732628,throw,לזרוק,يرمي
1610.922628,1611.122628,case,מקרה,قضية
1612.562628,1612.702628,make,לעשות,يفعل
1612.992628,1613.132628,pay,לשלם,يدفع
1613.332628,1613.572628,legal,משפטי,قانوني
1613.632628,1613.892628,fees,עמלות,مصاريف
1613.973928,1614.433928,discussed,נדון,مناقشة
1615.951028,1616.241028,done,נעשה,منتهي
1618.131028,1618.621028,granting,מתן,أعطِ
1618.731028,1619.471028,codefendants,נאשמים,المتهم
1619.471028,1619.911028,attorney,עורך דין,محامي
1621.211028,1621.531028,sued,תבע,سو
1621.701028,1622.451028,self_publishing,פרסום עצמי,النشر الذاتي
1622.691028,1623.111028,company,חברה,شركة
1623.871028,1624.261028,used,משומש,مستخدم
1626.431028,1626.721028,deliver,למסור,يعطي
1626.911028,1627.491028,defense,הגנה,حماية
1630.568128,1630.898128,benefit,להנות,يتمتع
1631.928128,1632.118128,work,עבודה,عمل
1632.418128,1632.788128,monkey,קוף,قرد
1638.681928,1638.841928,court,בית משפט,محكمة
1638.971928,1639.571928,san_francisco,סן פרנסיסקו,سان فرانسيسكو
1639.821928,1640.001928,day,יום,يوم
1641.071928,1641.201928,wanna,רוצה,يريد
1641.221928,1641.431928,spend,לבלות,ينفق
1641.511928,1641.701928,money,כסף,مال
1641.881928,1642.181928,travel,לנסוע,يسافر
1642.491928,1642.561928,way,דרך,طريق
1642.671928,1643.231928,california,קליפורניה,كاليفورنيا
1643.501928,1643.981928,wales,ויילס,ويلز
1644.891928,1645.061928,watched,צפה,منظر
1645.231928,1645.351928,whole,כל,الجميع
1645.391928,1645.651928,hearing,שמיעה,السمع
1647.239428,1647.639428,watched,צפה,منظر
1648.609428,1648.909428,see,לראות,يرى
1649.209428,1649.689428,judges,שופטים,القضاة
1651.119428,1651.439428,attorney,עורך דין,محامي
1651.499428,1651.689428,comes,מגיע,آت
1652.309428,1652.699428,attorney,עורך דין,محامي
1652.739428,1652.969428,comes,מגיע,آت
1655.149428,1655.509428,started,התחיל,بدأ
1655.549428,1655.869428,talking,לדבר,يتحدث
1656.279428,1656.849428,monkeys,קופים,القرود
1659.589428,1659.759428,made,הפך,عكس
1659.929428,1660.199428,real,אמיתי,حقيقي
1660.709428,1660.989428,sudden,פתאומי,فجأة
1662.947228,1663.167228,sued,נתבע,المدعى عليه
1663.417228,1663.787228,monkey,קוף,قرد
1665.487228,1665.607228,make,לעשות,يفعل
